Mo,IPC,L1_Misses,LLC_Misses,dTLB_Misses,Branch_Misses,lat_ns
8000.0,0.5559052397893748,2437837361.3333335,1628060361.0,800511988.6666666,12275191.333333334,44907112425.00007
16000.0,0.5671456516841378,5139821210.333333,3285637313.0,1607291760.6666667,24618851.333333332,85555564191.33336
24000.0,0.5561570865756799,8183382092.0,5006531607.333333,2417696951.3333335,48347311.666666664,132368622145.00038
