Mo,IPC,L1_Misses,LLC_Misses,dTLB_Misses,Branch_Misses,lat_ns
8000.0,0.5684364010780645,2531304311.0,1599302758.0,803316781.0,11978068.333333334,42651197701.99999
16000.0,0.5547979979652982,5498271754.333333,3269073919.6666665,1610926770.0,24444798.0,87563580553.33324
24000.0,0.5411575595173576,8512132232.333333,5005632415.0,2433563789.0,63913448.333333336,135334079224.33313
