Mo,IPC,L1_Misses,LLC_Misses,dTLB_Misses,Branch_Misses,lat_ns
8000.0,0.5671440640068577,2446921777.3333335,1640385814.3333333,794786576.6666666,12708854.0,44273778626.66647
16000.0,0.5578516149849397,5069412592.0,3339973436.6666665,1603645407.3333333,25032436.666666668,89456605524.66658
24000.0,0.5261633003923164,8027129351.333333,5229511197.666667,2407950015.6666665,40962401.666666664,148532476477.9998
